Member Age,Company Names,Company Names,Company Follower of,Company Names,Company Category,Company Size,Degrees,degreeClass,Member Schools,Company Growth Rate,Fields of Study,Company Connections,Function By Size,Job Functions,Member Gender,Graduation Year,Member Groups,Company Industries,Member Interests,Interface Locales,interfaceLocale,Member Traits,Profile Locations,Company Revenue,Job Seniorities,Member Skills,Job Titles,Job Titles,Job Titles,Years of Experience
25 to 34,Saffrony Institute of Technology,Saffrony Institute of Technology,"eClinicalWorks Ahmedabad; Fibre2Fashion; Coding Invaders by MentorsPro; Prudent Corporate Advisory Services Ltd.; Amazon Web Services (AWS); eClinicalWorks; Forage AI; Nirma University, Ahmedabad, Gujarat, India; GitHub; iNeuron.ai; TED Conferences; Inferenz; Gujarat Technological University, Ahmedbabd; The Ravit Show; Crossover for Work; Tata Consultancy Services; DRC Systems; Stellantis; Citta; Tradohub; Tech Mahindra; Mastek; Indian Institute of Technology Gandhinagar ; Tech Holding; Azilen Technologies; Mobio Solutions; Redaptive, Inc; Career For Freshers; Excellent WebWorld; Ganpat University; Binance; MyOperator; smartSense Consulting Solutions; Anblicks; Verizon Labs; MAS SOLUTIONS; Brillare Science Private Limited; Freecharge; Crest Data Systems; Love Open Source Community",Saffrony Institute of Technology,,501-1000 employees,Master of Engineering; Bachelor of Technology; Bachelor's Degree; Master's Degree,200; 500,"Gujarat Technological University, Ahmedbabd; Nirma University, Ahmedabad, Gujarat, India",3% - 10% company growth,"Computer Engineering; Computer Engineering Technology/Technician; Computer Engineering Technologies/Technicians; ENGINEERING; Information Technology; Computer and Information Sciences, General; ENGINEERING TECHNOLOGIES AND ENGINEERING-RELATED FIELDS; COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES","Capgemini; LendingTree; Flipkart; IEEE; eClinicalWorks; Automation Anywhere; Nirma University, Ahmedabad, Gujarat, India; Amity University; Impetus; ServiceNow; Bacancy Technology: Work From Anywhere; GITAM Deemed University; Bajaj Healthcare Ltd ; Synoptek; VMware; Mediscribes, Inc.; Bristol Myers Squibb; Gujarat Technological University, Ahmedbabd; Cygnet Infotech; Oxford University Press; Infineon Technologies; Cybage Software; Simform; PPD; Conscious Planet; Walmart Global Tech; NJ Group; Conga; Bandhan Bank; Novartis; S&P Global; IBM; Pandit Deendayal Energy University; Evolent Health; Google; Unilever; Merchant Navy; Mannai Corporation QPSC; DNB; Intellipaat; Capco; Reliance Home Comfort; GS Lab; EY; XDuce; CitiusTech; UMass Boston; CHAROTAR UNIVERSITY OF SCIENCE AND TECHNOLOGY; Wipro; Schneider Electric; Linnaeus University; YouTube; HDFC Bank; Isha Foundation; Evosys; Tata Consultancy Services; Singapore Airlines; Accenture; Mastercard; Johnson Controls; Dev Information Technology Limited; NIRMA UNIVERSITY; Mastek; Accenture DACH; eInfochips (An Arrow Company); Brainvire Infotech Inc.; Apexon; Lincoln pharmaceuticals ltd; Amazon; Malaviya National Institute of Technology Jaipur; Parul University; RBC Global Asset Management; Schlumberger; Crest Data Systems; Zensar Technologies",,Education,Male,2014,Yoga and Meditation,Education; IT Services and IT Consulting; Higher Education; Professional Services,Cloud Computing; Cloud Accounting; Online Media; Javascript; Corporate Finance; Java; Digital Banking; Marketing Metrics; Open Source Software; Project and Program Management; Advertising Strategies; Legislation; Health; Fitness Technology; Genetics; Sales and Retail; Marketing and Advertising; CPUs; Natural Language Processing; Remote Working; Business Administration; IT Infrastructure; Operating Systems; Society and Culture; Cryptocurrency; Swarm Robotics; Computer Languages; Digital Manufacturing; Cybersecurity; C++; Data Management; Data Protection; Salary and Wages; Robotics; Enterprise Software; Startups; Neuromarketing; Computer Hardware; Computer Graphics; Information Systems; Human-Computer Interaction; Competitive Programming; Information Technology; Agile Project Management; Design Software; Technology; Working Environments; Science and Environment; Drones; Data Science; Integrated Development Environments; Gene Editing Therapy; Starting a Business; Web Development; Internet Infrastructure; Digital Currency; Human Resources; Venture Capital; Distributed Computing; On Demand Videos and Streaming; Wearable Tech; Business Intelligence; Business Technology; Quantum Computing; Computer Networks; Biotechnology; Global Economy; Stocks and Shares; Biology; Careers and Employment; BYOD; Data Modeling; Virtual Reality; Continuing Professional Development; Computer Programming; Agriculture and Farming; Consumer Electronics; Blockchain Technology; Banking; Chatbots; Accounting; International Trade; GDPR; Sales Channels; Artificial Intelligence; Python; Arts and Entertainment; Operations Management; Accounting Software; Employee Benefits; Farm Machinery and Automation; Antivirus and Malware; Mobile Technology; Financial Investing; Databases; Cell Phones; Corporate Financial Planning; Business and Management; Customer Experience; 3D Printing; Machine Learning; Disruptive Innovation; Big Data; Chemistry; Computer Software; E-Commerce; Entrepreneurship; Data Architecture; Adblocking; Trade; Marketing Performance Management; Digital Marketing; Finance and Economy; Financial Technology; Collaboration and Communication Tools; International Relations; Nanorobotics; Marketing Research; Politics and Law; Social Issues; Augmented Reality; Engineering; Professional Networking; Energy; Outsourcing; Deep Learning; Web Design; Electronics; Nanotechnology; Performance-Related Pay; Marketing Strategies; Network and Enterprise Security,English,en_US,Open to Education; Recently Relocated; Windows; Recently Relocated (Domestic); Android Users; Recently Switched Jobs; Desktop/Laptop Users; Open to Relocation; Open to Relocation (Domestic); Mobile Users; Job Seekers; Career Changers,"India; Asia; APAC; Ahmedabad; APJ; Asia; Gujarat, India; as.in.*.0; South Asia; Greater Ahmedabad Area; India",,Senior,Angular Material; Eclipse; Express.js; R (Programming Language); React.js; Visualization; NumPy; MySQL; Microsoft Word; PHP; Science; Linux; Java; Android; Visual Basic for Applications (VBA); Cascading Style Sheets (CSS); Data Mining; German; Algorithms; Jakarta EE; Communication; Translation; Deep Learning; Python (Programming Language); Mathematics; Spanish; Django; Data Analysis; Analytical Skills; Academic Writing; Computer Science; Training; Neural Networks; Machine Learning; SQL; Exploratory Data Analysis; Microsoft Office; Education; Web Development; Problem Solving; Databases; Data Analytics; Teamwork; Teaching; Marketing; LaTeX; Big Data Analytics; Higher Education; Report Writing; Storytelling; Convolutional Neural Networks (CNN); Data Science; Hadoop; C++; Courses; Business Insights; Microsoft Azure; Tailwind CSS; Pattern Recognition; Analytics; Programming Languages; Big Data; Material-UI; React Hooks; Digital Marketing; Presentations; Artificial Intelligence (AI); Statistics; Cloud Computing; Data Collection; University Teaching; Research; Tableau; Programming; Data Cleaning; Political Science; Infrastructure; JavaScript; Git; GitHub; Bootstrap; Pandas (Software); Front-end Coding; HTML; Microsoft Excel; C#; Engineering; jQuery; Front-End Development; Project Management; Software Development; Team Management; French; Node.js; Jupyter; Keras; Microsoft Power BI; English; KPI Reporting; Business Intelligence (BI); C (Programming Language); Social Media; Writing; HTML5; Data Visualization,,,,9 years
