Restaurants Type,id,name,city,avgRating,cuisines,costForTwoStrings,deliveryTime,minDeliveryTime,maxDeliveryTime,locality,unserviceable,Vegetarian
Fine,417861,Singhs Desi Swad,Bangalore,0.0,"['Indian','Snacks','Beverages']",400,68,68,68,Indiranagar,False,False
Fine,14002,Five Star Chicken,Bangalore,4.3,['Biryani'],300,46,46,46,Jayamahal Extension,False,False
Fine,255355,NAMMA KUDLA RESTAURANT,Bangalore,4.1,['Indian'],300,53,53,53,Shantinagar,False,False
Fine,450610,PRM BIRYANI,Bangalore,0.0,['Biryani'],400,56,56,56,Indiranagar,False,False
Fine,286076,Home Plate,Bangalore,4.1,"['Home,Food','North,Indian','Andhra','Healthy,Food','Thalis','Desserts','Indian','Punjabi']",160,57,57,57,Rajajinagar,False,False
Fine,303933,ABC Kolkata kitchen,Bangalore,0.0,"['Indian','Chinese','Seafood','Kebabs','Snacks','Combo']",250,45,45,45,Ashok nagar,False,False
Fine,399910,Ministry of Ice Creams,Bangalore,0.0,"['Ice,Cream','Desserts','Beverages']",350,54,54,54,Indiranagar,False,True
Fine,399912,Wicked Brownies,Bangalore,0.0,"['Ice,Cream','Desserts','Beverages']",350,57,57,57,Indiranagar,False,False
Fine,66602,J K Fish Land,Bangalore,4.1,"['Coastal','Seafood']",300,53,53,53,Basavanagudi,False,False
Fine,351532,Punjabi Bowl,Bangalore,0.0,"['Home,Food','North,Indian','Thalis','Beverages','Chinese','Healthy,Food','Indian','Combo','Punjabi']",300,53,53,53,Basavanagudi,False,False
Fine,309242,Paandikadai-Chettinad kitchen by Salt,Bangalore,3.9,"['Biryani','Combo','South,Indian','Chettinad']",400,60,60,60,Koramangala,False,False
Fine,385768,Laali Da Dhaba,Bangalore,0.0,['Indian'],300,66,66,66,Indiranagar,False,True
Fine,309249,Dhishoom -Dhaba by Salt,Bangalore,4.3,"['North,Indian','Kebabs','Tandoor','Biryani','Combo']",400,56,56,56,Koramangala,False,False
Fine,195015,Nutribites,Bangalore,4.6,"['Healthy,Food','Juices']",150,47,47,47,Shantinagar,False,False
Fine,40469,The Deagh,Bangalore,4.1,"['Indian','Chinese','Mughlai','Seafood']",500,46,46,46,MM Road,False,False
Fine,29673,Natural Ice Cream,Bangalore,4.7,"['Ice,Cream']",150,31,31,31,Near SBI,False,True
Fine,20855,Suryawanshi,Bangalore,4.1,"['Maharashtrian','Seafood']",600,54,54,54,Double Road,False,False
Fine,449876,SHYAM MISHRA JUICE CENTRE LLP,Bangalore,0.0,"['Juices','Beverages']",160,47,47,47,Majestic,False,True
Fine,449869,Nisarga Restaurant,Bangalore,0.0,"['North,Indian','Chinese','Snacks']",300,53,53,53,Basavanagudi,False,False
Fine,167437,Zoroy Luxury Chocolates,Bangalore,0.0,['Desserts'],250,36,36,36,Central Bangalore,False,False
Fine,313710,Mad Mex,Bangalore,4.5,"['Mexican','Fast,Food','Salads']",1000,51,51,51,Central Bangalore,False,False
Fine,412597,Babaji Bites,Bangalore,0.0,"['Chinese','Tandoor']",250,59,59,59,Indiranagar,False,True
Fine,269113,The Grill and Cheese Cafe,Bangalore,4.3,"['Snacks','Fast,Food','Bakery']",450,52,52,52,Frazer Town,False,False
Fine,414774,Homelike,Bangalore,3.2,"['Thalis','Combo','Beverages','Pizzas','Indian']",300,55,55,55,Rajajinagar,False,False
Fine,437891,Baba Chill,Bangalore,0.0,"['North,Indian','Chinese','Fast,Food']",500,56,56,56,Koramangala,False,False
Fine,190694,Rocket Wok,Bangalore,4.2,"['Chinese','Thai','Asian','Combo','Vietnamese','Pan-Asian']",400,54,54,54,Indiranagar,False,False
Fine,296737,BOHEMIANS,Bangalore,0.0,"['Indian','Italian','Chinese','American']",1200,63,63,63,Indiranagar,False,False
Fine,343594,SICILIA PONT (ITALIAN RESTAURANT ),Bangalore,4.0,"['Pizzas','Italian','Desserts','Beverages','Fast,Food','Snacks']",300,55,55,55,Rajajinagar,False,True
Fine,15034,Samrat in Chalukya,Bangalore,4.2,"['North,Indian','South,Indian']",600,45,45,45,Race Course Road,False,True
Fine,400113,YMIA Naidu Caterers,Bangalore,0.0,"['South,Indian','Biryani','Chinese','Indian']",300,55,55,55,Frazer Town,False,False
Fine,312862,Craft of Biryani,Bangalore,4.2,"['North,Indian','Biryani','Kebabs','Beverages','Desserts']",500,61,61,61,Koramangala,False,False
Fine,332460,Happy Buddha,Bangalore,0.0,"['Chinese','Oriental']",450,46,46,46,Central Bangalore,False,True
Fine,312865,The Downtown pizzeria,Bangalore,4.2,"['Italian','Pizzas','Desserts','Salads']",200,63,63,63,Koramangala,False,False
Fine,2832,Lakeview Milkbar,Bangalore,4.1,"['Desserts','Ice,Cream','Bakery','Fast,Food']",450,31,31,31,MG Road,False,False
Fine,329291,THE PAROTTA COMBO,Bangalore,0.0,"['North,Indian','Punjabi','Mughlai','Combo','Beverages','Desserts']",250,60,60,60,Koramangala,False,False
Fine,2839,C Sharp Kitchen,Bangalore,0.0,"['Chinese','Continental','Fast,Food']",300,33,33,33,Church Street,False,False
Fine,414306,Food Court By Kitchens@,Bangalore,0.0,"['North,Indian','Biryani','Chinese','Mughlai','Seafood','Snacks','Beverages','Ice,Cream','Desserts']",450,68,68,68,Koramangala,False,False
Fine,237526,Big Biriyani Company,Bangalore,2.5,"['Biryani','Mughlai']",350,37,37,37,Aga Abdullah Street,False,False
Fine,41776,Naachiyar's,Bangalore,4.2,"['Biryani','Chettinad']",600,44,44,44,central bangalore,False,False
Fine,2840,Roomali,Bangalore,4.4,"['North,Indian','Indian']",1000,35,35,35,Church Street,False,False
Fine,25288,Cafe Medley,Bangalore,3.6,"['Desserts','American','Continental','Italian','Bakery','Beverages']",450,65,65,65,5th Block,False,False
Fine,31974,Monsoon,Bangalore,4.5,"['Andhra','Asian','Bengali','Biryani','Chettinad','Coastal','Continental','Desserts','Fast,Food','Italian','Mughlai','North,Indian','Pan-Asian','Seafood','South,Indian']",700,50,50,50,M.G Road,False,False
Dining,2846,Tewari Bros Mithai Shop,Bangalore,3.1,"['Gujarati','Rajasthani','Fast,Food']",150,38,38,38,Dickenson Road,False,True
Fine,110996,Chai Days,Bangalore,4.4,"['Beverages','Snacks','Combo','Bakery']",200,53,53,53,100ft Road,False,False
Fine,438746,AMBARSARIA STREET,Bangalore,0.0,"['Indian','Combo']",450,39,39,39,Central Bangalore,False,False
Fine,444195,HOTEL GEO,Bangalore,0.0,"['Coastal','Goan','Indian']",650,36,36,36,Central Bangalore,False,False
Fine,291066,Super Svaad,Bangalore,0.0,['Chinese'],500,58,58,58,KC general hospital,False,False
Fine,78178,Burma Burma,Bangalore,4.5,"['Pan-Asian','Burmese']",1300,61,61,61,INDIRANAGAR,False,True
Fine,2856,Green Theory,Bangalore,4.3,"['Italian','Continental','Healthy,Food']",1000,39,39,39,Residency Road,False,True
Fine,201590,Hungry B,Bangalore,3.8,"['North,Indian','Indian','Continental','Biryani','Beverages','Combo']",250,60,60,60,Indiranagar,False,False
Fine,249538,Britalian Kitchen,Bangalore,0.0,"['British','Italian','French']",600,52,52,52,Frazer Town,False,False
Fine,443298,TEA LOUNGE CAFE,Bangalore,0.0,"['North,Indian','Fast,Food']",300,36,36,36,Central Bangalore,False,False
Fine,388866,Cafe Reset,Bangalore,0.0,"['Cafe','Indian','Desserts']",900,62,62,62,Koramangala,False,False
Fine,32510,Toscano,Bangalore,4.3,"['Italian','Pizzas','Pastas','Continental','Salads','Desserts','Beverages','Combo']",1200,39,39,39,Central Bangalore,False,False
Fine,284774,Biergarten Brewery & Kitchen,Bangalore,4.1,"['Continental','Pizzas','North,Indian','Chinese','Asian','South,Indian']",750,62,62,62,Koramangala,False,False
Fine,18977,Pabrai's Fresh & Naturelle Ice creams,Bangalore,4.4,"['Ice,Cream','Desserts']",180,36,36,36,Ashok Nagar,False,True
Fine,131453,Metropole Restaurant,Bangalore,0.0,"['South,Indian','North,Indian','Chinese','Fast,Food']",300,48,48,48,shivaji nagar,False,False
Fine,396748,The Good Bowl,Bangalore,4.2,"['North,Indian','Biryani','Chinese','Asian','Pastas','Desserts']",400,39,39,39,Residency Road,False,False
Fine,18981,Sultans of Spice,Bangalore,4.3,"['North,Indian','Chinese','Biryani']",599,60,60,60,Koramangala 5th block,False,False
Fine,446793,Kempe Gowda Biryani (Nati Style),Bangalore,0.0,"['Biryani','North,Indian']",500,54,54,54,Basavanagudi,False,False
Fine,384498,COOL TOWN,Bangalore,0.0,"['Fast,Food','Beverages','Desserts','Juices','Snacks']",200,49,49,49,Central Bangalore,False,False
Continental,123889,Frosty Crumble,Bangalore,4.9,"['Desserts','Ice,Cream','Beverages']",450,36,36,36,Residency Road,False,False
Fine,423208,Bangarpete Chats,Bangalore,0.0,['Snacks'],199,64,64,64,Malleshwaram,False,True
Fine,23093,Hoppipola,Bangalore,0.0,"['Fast,Food','Combo','Salads','Pizzas','Italian','Continental','European','Mediterranean','Desserts']",600,34,34,34,Church Street,False,False
Fine,393106,Pizza 997 AD,Bangalore,0.0,"['Pizzas','Beverages','Desserts','Snacks']",350,55,55,55,VASANTHA NAGAR,False,False
Fine,5908,Miller's 46,Bangalore,4.4,"['Steakhouse','American','Continental']",1100,47,47,47,Cunnigham Road,False,False
Fine,406018,Bullet Biryani,Bangalore,4.4,"['Biryani','Hyderabadi','Mughlai']",280,38,38,38,Central Bangalore,False,False
Fine,1540,Ragoo's,Bangalore,4.1,"['North,Indian','Italian']",800,49,49,49,5th B Main,False,True
Fine,246047,Parimala Sweets,Bangalore,0.0,"['Snacks','Sweets']",200,54,54,54,Jayanagar,False,True
Fine,345726,CHINESE KITCHEN,Bangalore,4.1,"['Chinese','Indian']",300,65,65,65,Koramangala,False,False
Fine,395202,McDonald's Gourmet Burger Collection,Bangalore,4.1,"['American','Continental','Fast,Food','Desserts','Beverages']",600,32,32,32,Kasturba Road,False,False
Fine,250508,Burger and Beyond,Bangalore,3.9,"['American','Fast,Food','Beverages']",250,48,48,48,Central Bangalore,False,False
Fine,124178,Starbucks Coffee,Bangalore,4.2,['Beverages'],400,44,44,44,Lavelle Road,False,False
Fine,398652,KNIGHT BITE,Bangalore,0.0,"['American','Continental','Beverages','Desserts']",280,51,51,51,Central Bangalore,False,False
Fine,39412,Punjabi pure veg Restaurant since1994,Bangalore,3.7,"['Chinese','Jain','North,Indian']",250,45,45,45,Chickpet,False,True
Fine,397618,Biryani Trip,Bangalore,4.2,"['Biryani','Hyderabadi','Indian']",400,32,32,32,Central Bangalore,False,False
Fine,65189,The Chinese Food Company,Bangalore,4.0,"['Chinese','Seafood','Pan-Asian','Vietnamese','Malaysian','Singaporean','Thai']",300,36,36,36,Ashok Nagar,False,False
Fine,5916,Carnival De Goa,Bangalore,4.1,"['Goan','Mangalorean','Kerala','South,Indian','Seafood','Coastal','Continental']",500,48,48,48,Kensington Point,False,False
Fine,23065,Gufha,Bangalore,0.0,"['North,Indian','Biryani','Afghani']",1400,52,52,52,Diagonal road,False,False
Fine,17629,Chakum Chukum,Bangalore,4.3,['Chinese'],400,56,56,56,Michael Palaya,False,False
Fine,17632,Waffle Magic,Bangalore,4.2,"['Beverages','Desserts','Continental']",200,57,57,57,2nd Stage,False,False
Fine,79395,Chaat Paavlian,Bangalore,0.0,"['Fast,Food']",150,48,48,48,Majestic,False,True
Fine,39400,South Ruchis Square,Bangalore,4.2,"['Biryani','Chinese','Desserts','Fast,Food','Jain','North,Indian','South,Indian']",500,48,48,48,Majestic,False,True
Fine,219711,The Bowl Life,Bangalore,4.3,"['Asian','North,Indian','Continental','Healthy,Food','Punjabi','Home,Food','Oriental','Desserts','Beverages','Pan-Asian','Bengali','Mangalorean','Kashmiri','Lucknowi','Chinese','Sweets','Kebabs','Combo','Rajasthani','Awadhi']",250,52,52,52,Indiranagar,False,False
Fine,329149,IMPERIO RESTAURANT,Bangalore,3.9,"['Biryani','Mughlai','North,Indian','Tandoor','Kerala','Chinese','Seafood','Combo','Beverages','Desserts']",300,56,56,56,Koramangala,False,False
Fine,344853,BTC (Bathinda Thali Company),Bangalore,0.0,['Indian'],300,58,58,58,Koramangala,False,False
Fine,333837,Polamma's Mess,Bangalore,4.2,"['Indian','Biryani']",250,45,45,45,BTM,False,False
Fine,432564,The Chaap Factory,Bangalore,4.2,"['Thalis','Combo','North,Indian','Pizzas','Beverages']",300,46,46,46,Central Bangalore,False,False
Fine,68512,The Cafe By Foodhall,Bangalore,4.0,"['Fast,Food','Pan-Asian','Continental']",1000,50,50,50,1MG,False,False
Fine,297655,Pizza Factory,Bangalore,0.0,['Pizzas'],400,66,66,66,Indiranagar,False,False
Fine,424731,Mahesh Lunch Home,Bangalore,4.1,"['Indian','Seafood','Oriental']",1000,62,62,62,Indiranagar,False,False
Fine,297652,Aalis Rolls N Kebabs,Bangalore,0.0,"['Turkish','Arabian']",400,55,55,55,Indiranagar,False,False
Fine,320996,Kulcha Stories,Bangalore,3.8,"['North,Indian','Punjabi']",250,56,56,56,Koramangala,False,False
Fine,396189,Paratha Box - 2X Filling,Bangalore,4.0,"['North,Indian','Punjabi','Fast,Food','Indian','Beverages','Snacks','Healthy,Food']",250,57,57,57,Chord Rd,False,False
Fine,409568,SOROS Flavor Coffee,Bangalore,0.0,"['Beverages','American','Italian-American','Desserts']",300,48,48,48,Central Bangalore,False,False
Fine,43206,Cafe Azzure,Bangalore,0.0,"['American','Italian']",1000,47,47,47,Central Bangalore - Bangalore,False,False
Fine,377889,Puppy's Gastronomy,Bangalore,0.0,"['Continental','Italian','Snacks','Beverages']",1000,50,50,50,Central Bangalore,False,False
Fine,390408,Breakfast Junction,Bangalore,0.0,"['Punjabi','North,Indian']",200,45,45,45,Basavanagudi,False,False
Fine,340595,LUCKY FAST FOOD,Bangalore,0.0,['Indian'],300,59,59,59,Koramangala,False,False
Fine,435405,Chaayos Meri Wali Chai,Bangalore,4.7,"['Bakery','Beverages','Chaat','Desserts','Fast,Food','Home,Food','Italian','Maharashtrian','Snacks','Street,Food','Sweets']",250,39,39,39,Cunningham Road,False,False
Fine,381901,Raffaele's Ristorante Pizzeria,Bangalore,4.3,"['Pizzas','Continental','Pastas','Fast,Food','Beverages']",800,60,60,60,Indiranagar,False,False
Fine,406046,Big Bites,Bangalore,0.0,"['Fast,Food']",400,53,53,53,Central Bangalore,False,False
Fine,396752,SLAY Coffee,Bangalore,4.4,"['Beverages','Desserts']",200,44,44,44,Residency Road,False,False
Fine,39170,Smokey Tribe,Bangalore,4.3,"['Naga','Continental','Seafood']",700,59,59,59,7th Block,False,False
Fine,448720,Thayi Mane Utta,Bangalore,0.0,"['South,Indian','Biryani','Desserts','Beverages']",300,57,57,57,Lingarajapuram,False,False
Fine,31696,Little Cafe,Bangalore,3.7,"['Beverages','Chinese','Continental','Desserts','Ice,Cream','Italian','Jain']",300,48,48,48,national High School Road,False,False
Fine,31698,Little Kolkata,Bangalore,4.1,"['North,Indian','Bengali','Chinese']",300,59,59,59,5th block,False,False
Fine,59141,Wow! Momo,Bangalore,4.3,"['Tibetan','Fast,Food','Healthy,Food','Asian','Chinese','Snacks','Continental','Desserts','Beverages']",250,38,38,38,Garuda mall Wow! Momo,False,False
Fine,405188,Cheese Meets Bread,Bangalore,4.6,"['Snacks','Beverages']",300,57,57,57,Lakshmipuram Ulsoor,False,False
Fine,409546,Madras Meal Company,Bangalore,4.1,"['South,Indian','Chettinad']",250,39,39,39,Central Bangalore,False,False
Fine,443020,Food Corner,Bangalore,0.0,"['North,Indian','Arabian','Snacks','Biryani']",250,50,50,50,Frazer Town,False,False
Fine,444346,Umpire chicken county,Bangalore,0.0,"['Chinese','Tandoor','North,Indian','Biryani']",300,50,50,50,Central Bangalore,False,False
Fine,81984,Dalma,Bangalore,4.2,"['Oriya','Seafood','Thai']",197,60,60,60,Koramangala 6th Block,False,False
Fine,58746,Srinidhi Sagar Deluxe,Bangalore,3.9,"['South,Indian','North,Indian','Indian','Chinese','Beverages','Desserts']",200,54,54,54,Domlur,False,True
Fine,432372,Punjabi Bowl,Bangalore,4.2,"['Home,Food','North,Indian','Beverages','Indian','Combo','Chinese','Thalis']",300,45,45,45,Central Bangalore,False,False
Fine,454148,ENERGY BOWLS,Bangalore,0.0,"['Snacks','Fast,Food']",150,62,62,62,R.T. Nagar,False,False
Fine,373099,Butter Delivery,Bangalore,0.0,"['North,Indian','Tandoor','Punjabi']",600,37,37,37,2nd UB City,False,False
Fine,29348,Apsara Ice Creams,Bangalore,4.5,"['Ice,Cream','Desserts']",150,48,48,48,10th cross,False,True
Fine,146420,Bhartiya Jalpan - Sweets Dry Fruit and Savouries,Bangalore,3.8,"['Indian','Sweets']",300,36,36,36,Central Bangalore,False,True
Fine,442122,Chung's,Bangalore,0.0,"['Thai','Chinese']",400,60,60,60,Rajajinagar,False,False
Fine,58758,Srinidhi Sagar Food Line,Bangalore,0.0,"['Chinese','South,Indian','North,Indian']",400,55,55,55,Double Road,False,True
Fine,321807,CREAMS & BITES,Bangalore,5.0,"['Ice,Cream']",200,50,50,50,Basavanagudi,False,True
Fine,224120,Lo! - Low Carb and Keto Foods,Bangalore,4.5,"['Healthy,Food','Keto','North,Indian','Continental']",150,54,54,54,Indiranagar,False,False
Fine,57428,Happy Hours,Bangalore,0.0,"['Desserts','Beverages']",300,53,53,53,Old Bridge Road,False,False
Fine,284374,Lush - Renaissance Bengaluru Race Course Hotel By Marriott.,Bangalore,0.0,"['Indian','Continental','Oriental','Asian']",800,55,55,55,Majestic,False,False
Fine,396745,Firangi Bake,Bangalore,4.5,"['Italian','Mexican','Pastas']",400,45,45,45,Residency Road,False,False
Fine,326762,Dhaba Co.,Bangalore,0.0,"['North,Indian']",650,38,38,38,Central Bangalore,False,False
Fine,392620,Plutos Kitchen,Bangalore,0.0,"['Mangalorean','North,Indian']",450,65,65,65,Indiranagar,False,False
Fine,296776,SWAAD KUTIRRA,Bangalore,0.0,"['South,Indian']",500,56,56,56,Basavanagudi,False,True
Fine,318658,Healthy Beverages by Adigas,Bangalore,0.0,"['Beverages','Juices','Healthy,Food']",200,47,47,47,Majestic,False,False
Fine,242515,Burritos & Bowls Mexican Kitchen,Bangalore,4.2,"['Mexican','Salads']",450,60,60,60,5th Cross 5th Block Koramangala,False,False
Fine,190142,Ashok Vattika,Bangalore,3.6,"['North,Indian','Chinese','Tandoor','Beverages','Desserts']",400,48,48,48,Jayanagar,False,True
Fine,204243,Halli Mane Rotti,Bangalore,4.1,"['South,Indian']",200,60,60,60,Indiranagar,False,True
Fine,408270,SECRETSPOT CAFE,Bangalore,0.0,"['Pizzas','Continental','Beverages','Snacks']",199,57,57,57,Jayanagar,False,False
Fine,39376,Frozen Bottle,Bangalore,3.8,"['Beverages','Ice,Cream','Desserts']",250,34,34,34,Main Guard Cross Road,False,True
Fine,457630,Sri Sai Foods,Bangalore,0.0,"['South,Indian']",149,56,56,56,Jayanagar,False,True
Fine,32513,MMA Kabab & Rolls,Bangalore,4.0,"['Biryani','Chinese','Mughlai','Arabian']",200,49,49,49,Old Madras Road,False,False
Fine,402716,Slurpy Shakes,Bangalore,0.0,"['Beverages','Ice,Cream','Desserts']",150,45,45,45,Central Bangalore,False,False
Fine,73924,sonar bangla,Bangalore,3.7,"['Bengali','North,Indian']",256,59,59,59,Koramangala,False,False
Fine,414901,The Shake Company,Bangalore,0.0,"['Beverages','Desserts']",300,53,53,53,Rajajinagar,False,False
Fine,16498,Chickpet Donne Biriyani House,Bangalore,3.8,"['Indian','Chinese']",200,52,52,52,3rd Stage,False,False
Fine,296304,BENGALI KHABAR,Bangalore,3.7,['Bengali'],250,69,69,69,Indiranagar,False,False
Fine,306639,The Coorg Food Co.,Bangalore,4.3,"['South,Indian']",750,58,58,58,Koramangala,False,False
Fine,390417,The Naati Bar And Kitchen,Bangalore,4.2,['Indian'],500,61,61,61,Koramangala,False,False
Fine,2008,The Brekkie Shop - All Day Menu,Bangalore,4.3,"['British','Italian','Indian','Chinese','South,Indian','North,Indian','Desserts']",200,57,57,57,1st Stage,False,False
Fine,17407,Cafe Terra,Bangalore,4.3,['Continental'],299,54,54,54,Double Road First Stage,False,False
Fine,109787,Chianti,Bangalore,4.7,"['Italian','Pizzas','Salads','Pastas','Desserts']",1250,46,46,46,Ramanashree Arcade,False,False
Fine,6861,Mint Masala,Bangalore,4.2,"['North,Indian','Chinese','Continental']",375,57,57,57,Bashyam Circle,False,True
Fine,297648,ISARELI FALAFEL KITCHEN,Bangalore,0.0,"['Mediterranean','Lebanese','Arabian']",400,61,61,61,Indiranagar,False,False
Fine,170539,Donne Biryani Adda,Bangalore,3.8,"['Biryani','South,Indian','Desserts','Beverages']",200,49,49,49,shrinivasa tower,False,False
Fine,170538,Side dish,Bangalore,4.0,"['Tandoor','North,Indian','Chinese','Snacks','Beverages','Desserts']",200,53,53,53,Indiranagar Double Road,False,False
Fine,3350,Moriz Nano,Bangalore,0.0,"['North,Indian','Chinese','Biryani','Seafood']",500,50,50,50,Lakeview,False,False
Fine,117904,HomeSe Just Veg,Bangalore,0.0,"['South,Indian','North,Indian','Fast,Food']",200,52,52,52,K.G. Road,False,True
Fine,30312,Smoodies,Bangalore,4.2,"['Snacks','Healthy,Food','Juices','Beverages','Desserts']",140,60,60,60,Indira Nagar,False,True
Fine,123348,The Flying Squirrel,Bangalore,0.0,['Cafe'],450,40,40,40,Central Bangalore,False,False
Fine,115730,Biryani Khazana,Bangalore,3.7,['Biryani'],250,59,59,59,Indiranagar,False,False
Fine,48076,Lot Like Crepes,Bangalore,4.4,"['Desserts','Continental','Cafe','Fast,Food']",600,56,56,56,Koramangala 7th Block,False,False
Fine,49843,Ibaco,Bangalore,4.7,['Desserts'],800,38,38,38,OPP. TO BRIGADE TOWERS,False,True
Fine,210945,Royal Restaurant,Bangalore,3.8,"['Chinese','North,Indian','Tandoor,','indian']",300,38,38,38,Central Bangalore,False,False
Fine,422942,FoodX Restaurant,Bangalore,0.0,"['Indian','Chinese','Fast,Food','Juices']",200,39,39,39,Central Bangalore,False,False
Fine,305776,Asia Kitchen By Mainland China,Bangalore,4.3,"['Asian','Chinese','Oriental']",850,46,46,46,Church Street,False,False
Fine,393108,Aligarh House,Bangalore,3.8,"['Biryani','Mughlai','Kebabs','North,Indian','Desserts','Beverages','Combo']",400,40,40,40,VASANTHA NAGAR,False,False
Fine,402095,Kerala Home Food,Bangalore,0.0,"['Kerala','Biryani','Seafood']",250,47,47,47,Central Bangalore,False,False
Fine,405127,Hokart - Soori Chaats,Bangalore,4.9,"['Fast,Food','Street,Food','Snacks','Chaat']",150,59,59,59,Koramangala,False,True
Fine,316429,The Circle Dream,Bangalore,4.4,"['Pizzas','Italian','Pastas','Desserts','Beverages','Continental','Indian','Mediterranean']",500,64,64,64,Koramangala,False,False
Fine,439381,Hotel Green Tara,Bangalore,0.0,"['Chinese','Tibetan']",300,36,36,36,Central Bangalore,False,False
Fine,302275,The Coconut Tales!,Bangalore,0.0,"['Biryani','Indian','Thalis','Combo','South,Indian']",350,45,45,45,Central Bangalore,False,False
Fine,112286,Ghar Ka Tadka,Bangalore,4.0,"['North,Indian','Home,Food','South,Indian']",400,58,58,58,Ejipura,False,False
Fine,279815,MAGGINATION,Bangalore,0.0,"['Fast,Food']",200,61,61,61,Indiranagar,False,False
Fine,341841,BaHa Smoothies & Shakes,Bangalore,4.0,"['Healthy,Food','Juices','Beverages','Snacks','Desserts']",200,52,52,52,Rashtriya Vidyalaya Rd,False,False
Fine,369380,Gourmet Ice Cream Cakes by Baskin Robbins,Bangalore,0.0,"['Desserts','Ice,Cream','Bakery']",400,33,33,33,Triumph Towers,False,True
Fine,184792,Karavali Kolimane,Bangalore,3.7,"['South,Indian','Chinese','Seafood','Tandoor','North,Indian']",400,52,52,52,Shantinagar,False,False
Fine,220772,Aubree,Bangalore,4.3,"['Desserts','Bakery']",800,29,29,29,Central Bangalore,False,False
Fine,118807,The Bar Stock Exchange,Bangalore,0.0,"['Chinese','North,Indian','Continental','Pan-Asian','Thai']",800,39,39,39,St. Marks Road,False,False
Fine,316888,Basmati Express,Bangalore,3.6,"['Biryani','Andhra','Hyderabadi','South,Indian','North,Indian','Tandoor','Beverages','Desserts']",300,56,56,56,Koramangala,False,False
Fine,423814,Hotel Annapoorna,Bangalore,4.5,"['Biryani','Andhra']",450,38,38,38,Majestic,False,False
Fine,382862,The Local-Terrace Drinkery,Bangalore,0.0,"['American','Indian']",600,64,64,64,Koramangala,False,False
Fine,9911,Fresh Pressery Cafe,Bangalore,4.2,"['Italian','Salads','Healthy,Food','French']",1000,33,33,33,CBD,False,False
Fine,291978,Guntur Spice,Bangalore,4.3,"['Indian','Chinese','Beverages']",500,44,44,44,Jayanagar,False,False
Fine,186503,Habibi Falafel,Bangalore,4.3,"['Arabian','Mediterranean','Lebanese','Fast,Food','Middle,Eastern']",300,57,57,57,Indiranagar,False,True
Fine,368576,Chinese Trail,Bangalore,3.3,"['Chinese','Thai','Seafood','Asian','Combo','Healthy,Food','Beverages']",350,57,57,57,srinivasnagar circle,False,False
Fine,19172,30 Square,Bangalore,0.0,['Chinese'],300,64,64,64,KHB Colony 5th Block,False,False
Fine,308,Bangaliana,Bangalore,4.0,['Bengali'],300,57,57,57,7Th Block,False,False
Fine,302256,Bo Tai,Bangalore,0.0,"['Chinese','Pan-Asian','Thai','Oriental']",600,36,36,36,Shanthala Nagar,False,False
Fine,303548,Ajji Ruchi Kitchen,Bangalore,4.1,['Indian'],300,57,57,57,Koramangala,False,False
Fine,370420,Kati Rolls Junction,Bangalore,3.3,['Indian'],300,63,63,63,New Thippasandra Main Road,False,False
Fine,5582,Shezan,Bangalore,4.3,"['North,Indian','Chinese','Continental','Mughlai']",600,44,44,44,Cunnigham road,False,False
Fine,218475,Hotel Zam Zam,Bangalore,0.0,"['Biryani','North,Indian','Chinese']",250,64,64,64,Geddalahalli,False,False
Fine,316863,THARAVADU MALABAR BIRYANI,Bangalore,3.4,"['Biryani','Kerala','South,Indian','North,Indian','Beverages','Desserts']",230,57,57,57,Koramangala,False,False
Fine,420720,Dairy Day Ice Creams,Bangalore,4.5,"['Ice,Cream','Desserts']",200,59,59,59,Koramangala,False,False
Fine,195424,Havmor Ice Cream Havfun Parlour,Bangalore,4.2,"['Ice,Cream','Desserts']",200,45,45,45,serpentine road kumarapark,False,True
Fine,382404,Shanghai Social,Bangalore,0.0,['Chinese'],300,70,70,70,Indiranagar,False,True
Fine,377065,KARAVALI MESS,Bangalore,4.3,['Indian'],250,59,59,59,Rajajinagar,False,False
Fine,413534,Senoritas Mexican kitchen by Little Italy,Bangalore,3.8,"['Mexican','Salads','Combo','Snacks','Healthy,Food']",500,56,56,56,7th Block Jayanagar,False,False
Fine,5596,Dolci Desserts,Bangalore,4.5,"['Desserts','Pastas']",600,40,40,40,Cunnigham road,False,False
Fine,265212,SLAY Coffee Bar,Bangalore,4.3,"['Beverages','Desserts']",200,49,49,49,HAL 2nd Stage,False,False
Fine,322,Madurai Idly Shop,Bangalore,4.3,"['South,Indian']",150,54,54,54,6th Block,False,True
Fine,370419,Hungry Burgers,Bangalore,0.0,"['Continental','Fast,Food']",300,64,64,64,New Thippasandra Main Road,False,False
Fine,336463,Chinese Bistro,Bangalore,0.0,"['Chinese','Biryani']",200,63,63,63,Koramangala,False,False
Fine,325,Sree Krishna Kafe,Bangalore,4.5,"['South,Indian']",137,57,57,57,1st Block,False,True
Fine,327991,HOT MOMOS,Bangalore,0.0,['Indian'],200,64,64,64,Indiranagar,False,False
Fine,268713,SushiBLR,Bangalore,0.0,['Continental'],750,63,63,63,Indiranagar,False,False
Fine,374351,Haagen Dazs,Bangalore,4.4,"['Ice,Cream']",600,32,32,32,Phoenix Arcade,False,False
