Restaurants Type,id,name,city,avgRating,cuisines,costForTwoStrings,deliveryTime,minDeliveryTime,maxDeliveryTime,locality,unserviceable,Vegetarian
Fine,37933,Faasos - Wraps & Rolls,Ahmedabad,4.2,"['Combo','Snacks','Beverages','Desserts','Indian']",200,44,44,44,HOTEL SHAHI PALACE,False,False
Fine,81814,Burger King,Ahmedabad,4.2,"['American','Fast,Food']",350,33,33,33,3rd Eye II Ellis Bridge CG Road,False,False
Fine,107046,Mahalaxmi Pav Bhaji,Ahmedabad,4.3,"['North,Indian']",200,28,28,28,C G Road,False,True
Fine,328315,HIIT Meals,Ahmedabad,0.0,"['Fast,Food','Combo','Snacks','North,Indian','Street,Food','Beverages','Desserts']",150,51,51,51,Vasna,False,False
Fine,108879,Jay Jalaram Parotha House,Ahmedabad,3.9,"['North,Indian']",250,29,29,29,Ashram Road,False,True
Fine,140314,Jalaram Parotha House,Ahmedabad,3.9,"['North,Indian','Gujarati']",450,28,28,28,Paldi,False,True
Fine,270210,Cake Dengo Cake Shop,Ahmedabad,4.1,['Desserts'],500,50,50,50,Gurukul rod,False,False
Fine,47788,The Westend Hotel (Mayflower),Ahmedabad,4.4,"['Indian','Chinese']",450,27,27,27,Ellisbridge,False,False
Fine,58425,Modi Sandwich And Pizza-Paldi,Ahmedabad,3.9,"['Fast,Food','Beverages']",250,33,33,33,Paldi,False,True
Fine,180360,Sugarless Life,Ahmedabad,4.2,"['Desserts','Sweets','Combo','Italian','Pizzas','Snacks']",250,36,36,36,Navrangpura,False,False
Fine,99297,Pickmeal,Ahmedabad,4.2,['Indian'],500,28,28,28,Ellisbridge,False,False
Fine,52712,Decent Restaurant,Ahmedabad,0.0,"['North,Indian','Chinese']",650,36,36,36,Navrangpura,False,False
Fine,40844,Hocco Eatery,Ahmedabad,4.4,"['North,Indian','Pizzas']",400,29,29,29,Panchvati,False,True
Fine,395939,KFC,Ahmedabad,4.2,"['American','Fast,Food','Snacks']",400,37,37,37,Panchwati Cross,False,False
Fine,59439,Vadilal Scoop shop,Ahmedabad,4.4,"['Ice,Cream','Desserts']",300,24,24,24,Ellis Bridge,False,False
Fine,252004,Om Food Center - Vastrapur Lake,Ahmedabad,4.1,"['Indian','North,Indian','Punjabi','Gujarati','Thalis','Combo']",200,44,44,44,Vastrapur,False,False
Fine,53268,Alpine Restaurant & Banquet,Ahmedabad,0.0,"['Indian','Chinese']",800,32,32,32,Ellis Bridge,False,True
Fine,63469,Udupi Shree Darshini Restaurant,Ahmedabad,4.4,"['South,Indian']",300,28,28,28,Ellis Bridge,False,True
Fine,37733,Sweet Truth - Cake and Desserts,Ahmedabad,4.2,"['Ice,Cream','Bakery','Desserts','Beverages']",450,44,44,44,HOTEL SHAHI PALACE,False,False
Fine,390395,Radhanand Restaurant,Ahmedabad,0.0,"['Chinese','Punjabi','Rajasthani']",200,34,34,34,Paldi & Ambawadi,False,False
Fine,79269,M.M.Parotha House,Ahmedabad,3.7,"['Indian','Chinese','Fast,Food']",200,27,27,27,Ellisbridge Ahmedabad,False,True
Fine,54309,Ristretto Behind The Rods,Ahmedabad,4.0,"['Continental','Pizzas','Chinese','North,Indian','Desserts','Punjabi','Indian','Healthy,Food','Pastas','Beverages']",700,40,40,40,Navrangpura,False,False
Fine,432316,Jay Ambe Fast Food and Restaurant,Ahmedabad,0.0,"['Fast,Food','Thalis']",250,35,35,35,Paldi & Ambawadi,False,True
Fine,55065,Hotel The Lotus Park,Ahmedabad,4.0,"['North,Indian','Chinese','Beverages','Biryani','Continental','Desserts','Fast,Food','Snacks','Italian','Indian','Thalis']",250,31,31,31,Paldi,False,True
Fine,328563,Pick Up Meals by Terra,Ahmedabad,4.2,"['Healthy,Food','Salads','Combo','Lebanese','Mediterranean','Mexican','Pizzas','Juices','Beverages']",250,49,49,49,Vasna,False,False
Fine,37689,McDonald's,Ahmedabad,4.3,"['American','Fast,Food']",400,29,29,29,CG Road,False,False
Fine,147639,429 Restaurant,Ahmedabad,3.9,"['North,Indian','Chinese','Mughlai']",300,32,32,32,Ellis Bridge,False,False
Fine,54871,9834 The Fruit Truck,Ahmedabad,4.5,"['Juices','Beverages','Desserts','Healthy,Food']",300,40,40,40,Satellite,False,True
Fine,391434,Al Kafeel Biryani,Ahmedabad,0.0,"['North,Indian','Biryani']",250,34,34,34,Navrangpura,False,False
Fine,55068,Ambrosia Restaurant,Ahmedabad,0.0,"['Indian','Chinese','Continental','South,Indian']",600,33,33,33,Ellis Bridge,False,True
Fine,239753,The Halal Kitchen,Ahmedabad,4.1,"['North,Indian','Chinese','Afghani','Biryani']",250,31,31,31,Paldi & Ambawadi,False,False
Fine,50934,Choice Snack Bar,Ahmedabad,4.4,['Beverages'],450,33,33,33,C G Road,False,False
Fine,363604,Magic Chicken,Ahmedabad,4.4,"['Continental','Italian']",600,37,37,37,LalDarwaja,False,False
Fine,341232,London Yard Pizza,Ahmedabad,4.0,"['Pizzas','American','Italian']",700,30,30,30,Paldi & Ambawadi,False,True
Fine,64772,Hotel Zk,Ahmedabad,3.8,"['Indian','Chinese']",700,46,46,46,Relief Road,False,False
Fine,270067,Mexicano by the Bay - Cafe,Ahmedabad,0.0,['Mexican'],500,36,36,36,Nehrubridge,False,True
Fine,274015,Wagh Bakri Tea Lounge,Ahmedabad,0.0,"['Beverages','Fast,Food']",500,33,33,33,Paldi & Ambawadi,False,True
Fine,194256,Karnavati Snacks,Ahmedabad,0.0,"['Snacks','Italian','Beverages']",200,33,33,33,Science City,False,True
Fine,35971,Foodinn - Fine Dine,Ahmedabad,4.0,"['Indian','Chinese','Continental']",800,31,31,31,Ashram Road,False,False
Fine,65590,Spice Zone,Ahmedabad,4.4,"['Indian','Chinese']",500,33,33,33,Ellis Bridge,False,True
Fine,42313,Udipi Cafe,Ahmedabad,4.2,"['Punjabi','Indian','Chinese']",450,26,26,26,Paldi,False,True
Fine,91930,Swati Snacks,Ahmedabad,4.5,['Indian'],900,28,28,28,Ellis Bridge,False,True
Fine,154526,Meal Box Ambawadi,Ahmedabad,3.0,"['North,Indian','Chinese']",200,38,38,38,Navrangpura,False,True
Fine,40847,Havmor Havfunn,Ahmedabad,4.6,"['Ice,Cream','Ice,Cream,Cakes','Desserts']",250,25,25,25,Saffron Tower,False,True
Fine,196811,Radhika's Authentic South Indian Food,Ahmedabad,4.3,"['South,Indian']",300,30,30,30,Navrangpura,False,True
Fine,107646,Honest,Ahmedabad,4.3,"['North,Indian','Fast,Food']",350,32,32,32,C G Road,False,True
Fine,62038,Kunal Restaurant,Ahmedabad,0.0,"['Indian','Chinese']",650,33,33,33,Ashram Road,False,True
Fine,99291,Hari Om Chole Puri,Ahmedabad,4.2,"['North,Indian']",300,31,31,31,Ellis Bridge,False,True
Fine,37116,Tandoorworkz,Ahmedabad,2.8,"['Indian','Tandoor']",450,34,34,34,Navrangpura,False,False
Fine,406007,La Pinoz Pizza,Ahmedabad,4.1,"['Pizzas','Italian','Snacks','Desserts','Beverages']",199,36,36,36,Paldi & Ambawadi,False,False
Fine,77337,Shakti - The Sandwich Shop,Ahmedabad,4.2,"['Fast,Food','Pizzas','Combo']",300,31,31,31,Ellis Bridge,False,True
Fine,374531,Jumboking Indian Burger,Ahmedabad,4.0,"['Fast,Food']",400,29,29,29,Navrangpura,False,False
Fine,55368,Treat,Ahmedabad,4.5,['Indian'],350,34,34,34,Ellis Bridge,False,True
Fine,420391,JUMBO BOX,Ahmedabad,3.9,"['Indian','Street,Food']",300,33,33,33,Paldi & Ambawadi,False,False
Fine,292357,The Great Kabab Factory by Radisson Blu,Ahmedabad,0.0,"['Biryani','Indian','Kebabs']",1200,38,38,38,Navrangpura,False,False
Fine,42116,Amdos Kitchen,Ahmedabad,4.4,"['Tibetan','Chinese','Fast,Food']",300,30,30,30,Paldi,False,False
Fine,398574,BowlWrrap By Birmies,Ahmedabad,0.0,"['Fast,Food']",300,37,37,37,Navrangpura,False,False
Fine,441276,Mahakali burger,Ahmedabad,0.0,['American'],130,35,35,35,Navrangpura,False,True
Fine,352725,Chai G,Ahmedabad,3.3,"['Beverages','Fast,Food','Snacks']",200,30,30,30,Paldi & Ambawadi,False,False
Fine,58088,Timpani Radisson Blu,Ahmedabad,0.0,"['North,Indian','Chinese']",600,49,49,49,Radisson Blu Ambavadi,False,False
Fine,87903,Iqbal Hotel,Ahmedabad,4.0,"['Indian','Chinese','Mughlai','North,Indian','Desserts','Fast,Food']",350,46,46,46,Jamalpur,False,False
Fine,50363,Tomato's,Ahmedabad,4.4,"['Indian','Chinese','Continental']",1200,49,49,49,C G Road,False,False
Fine,37953,Natural Ice Cream,Ahmedabad,4.8,"['Ice,Cream']",150,30,30,30,Shree Krishna Centre Near Mithakhali Six Road,False,True
Fine,38773,Cafe Coffee Day,Ahmedabad,4.4,"['Beverages','Snacks','Desserts']",300,32,32,32,Inside Hari Om Towers,False,False
Fine,65400,New Freeze Land,Ahmedabad,4.3,"['Pizzas','Beverages','Chinese','Snacks','Pastas','Combo','Desserts','Chaat','Indian','Fast,Food','Juices']",350,32,32,32,Law garden,False,True
Fine,44388,Alinea Restaurant & Banquet,Ahmedabad,4.1,"['Indian','Chinese','Continental','Italian','Mexican']",550,32,32,32,Paldi,False,True
Fine,338514,OLD DELHI BIRYANI,Ahmedabad,0.0,"['Biryani','Indian']",200,40,40,40,LalDarwaja,False,False
Fine,40831,Subway,Ahmedabad,4.0,"['Fast,Food','Healthy,Food','Salads','Snacks','Desserts','Beverages']",350,29,29,29,Mithakali,False,False
Fine,72430,Vipul Dudhiya Sweets,Ahmedabad,4.4,"['Sweets','Snacks']",300,26,26,26,Paldi,False,True
Fine,114912,Paldi Juice Corner,Ahmedabad,4.1,"['Beverages','Juices']",150,25,25,25,Paldi,False,True
Fine,391989,Cherries - Silver Heights,Ahmedabad,0.0,"['Combo','Indian']",300,40,40,40,Navrangpura,False,False
Fine,65420,Buddy's Pizza,Ahmedabad,0.0,['Pizzas'],500,39,39,39,C G Road,False,True
Fine,192381,McCafe by McDonald's,Ahmedabad,0.0,"['Beverages','Desserts']",250,40,40,40,CG Road,False,False
Fine,80349,Asharfi Kulfi,Ahmedabad,4.4,['Indian'],200,30,30,30,Paldi & Ambawadi,False,False
Fine,395261,McDonald's Gourmet Burger Collection,Ahmedabad,4.4,"['American','Continental','Fast,Food','Desserts','Beverages']",500,30,30,30,CG Road,False,False
Fine,263962,Apsara Ice Creams,Ahmedabad,4.6,"['Ice,Cream','Desserts']",150,30,30,30,Lokhandwala Market,False,True
Fine,147742,Mahalaxmi Bhaji Pav Center (Main Bazar) -Manek Chowk,Ahmedabad,4.5,"['Fast,Food']",200,39,39,39,Law Garden,False,True
Fine,37996,Vittlebox,Ahmedabad,4.2,"['Punjabi','Combo','Chinese','Fast,Food','South,Indian','Mexican']",250,34,34,34,Navrangpura,False,True
Fine,41118,Havmor Havfunn Ice Cream,Ahmedabad,4.3,"['Ice,Cream','Desserts']",250,26,26,26,Central Mall,False,True
Fine,230452,CIA Chinese in Ahmedabad,Ahmedabad,2.4,['Chinese'],250,35,35,35,Law Garden,False,True
Fine,323492,Real Spice Pizzeria,Ahmedabad,0.0,['Pizzas'],450,34,34,34,Paldi & Ambawadi,False,False
Fine,235505,Puffizza,Ahmedabad,4.2,"['Pizzas','Italian','Fast,Food']",700,32,32,32,Navrangpura,False,True
Fine,372444,NEW GIRISH COLDRINKS,Ahmedabad,4.1,"['Juices','Beverages','Desserts']",200,27,27,27,Paldi & Ambawadi,False,True
Fine,37488,The Chocolate Room,Ahmedabad,3.8,"['Desserts','Beverages','Pizzas','Snacks','Fast,Food']",400,34,34,34,Navrangpura,False,False
Fine,45634,Deepti's Delicious Homely Food,Ahmedabad,4.5,['Indian'],150,28,28,28,Mithakhali Six Road,False,True
Fine,308400,The Bakers Dozen,Ahmedabad,4.4,['Bakery'],300,27,27,27,Ambawadi,False,False
Fine,216229,Urban Foods Ambawadi,Ahmedabad,2.6,"['Chinese','North,Indian','Punjabi']",250,36,36,36,Navrangpura,False,True
Fine,456754,Kekiz-The Cake Shop,Ahmedabad,0.0,"['Bakery','Desserts']",150,31,31,31,Paldi & Ambawadi,False,False
Fine,346034,Iceberg Organic Icecreams,Ahmedabad,3.2,"['Ice,Cream']",180,30,30,30,Navrangpura,False,False
Fine,154603,MealBox Ambawadi,Ahmedabad,2.8,"['North,Indian','Chinese','Punjabi']",200,39,39,39,Navrangpura,False,True
Fine,398141,Nishat Restaurant Tawa Fry,Ahmedabad,4.1,"['Mughlai','North,Indian']",400,34,34,34,LalDarwaja,False,False
Fine,36969,Domino's Pizza,Ahmedabad,4.4,['Pizzas'],400,30,30,30,Near Law Garden,False,False
Fine,65039,Paramount Restaurant,Ahmedabad,4.1,"['Indian','Chinese','Continental','Desserts','Beverages']",750,38,38,38,Bhadra,False,False
Fine,343049,YO FRANKIE,Ahmedabad,4.1,"['Fast,Food','Beverages','Chinese']",200,33,33,33,C G Road,False,False
Fine,37817,Cakes N Bakes,Ahmedabad,3.9,"['Desserts','Bakery']",350,30,30,30,Gulbai Tekra,False,False
Fine,114318,Tea Post,Ahmedabad,4.5,"['Fast,Food']",200,32,32,32,Ambavadi,False,True
Fine,79000,Arabian Hub,Ahmedabad,3.8,['Arabian'],350,35,35,35,Lal Darwaja,False,False
Fine,457462,Mumbaiya Misal And Vadapav,Ahmedabad,0.0,['Snacks'],150,36,36,36,Navrangpura,False,False
Fine,76794,Kovallam,Ahmedabad,4.2,"['South,Indian','Indian','Snacks','Combo','Thalis','Desserts']",150,27,27,27,C G Road,False,True
Fine,334023,DANNY'S COFFEE BAR,Ahmedabad,3.6,"['Fast,Food']",500,35,35,35,Navrangpura,False,True
Fine,54948,Sasuji,Ahmedabad,4.6,['Indian'],350,32,32,32,C G Road,False,True
Fine,415789,THE Lio' Pizza,Ahmedabad,4.0,['Pizzas'],500,32,32,32,Paldi & Ambawadi,False,False
Fine,291769,Tealogy,Ahmedabad,0.0,"['Fast,Food','Beverages']",150,39,39,39,Navrangpura,False,True
Fine,334941,Chinese Adda,Ahmedabad,0.0,['Chinese'],250,40,40,40,Navrangpura,False,False
Fine,319644,HARMONY RESTO CAFE,Ahmedabad,3.9,"['Fast,Food','Snacks','Beverages']",300,32,32,32,Navrangpura,False,True
Fine,183305,Manek Sandwich & Pizza,Ahmedabad,4.3,"['Fast,Food']",300,44,44,44,LalDarwaja,False,True
Fine,121478,La Patron Cafe,Ahmedabad,3.8,"['Mexican','Mediterranean','Fast,Food','Chinese','Thai']",600,35,35,35,C G Road,False,True
Fine,406926,Sale & Pepe Pizzeria Neapolitan,Ahmedabad,0.0,['Italian'],700,38,38,38,Paldi & Ambawadi,False,True
Fine,37813,Toritos,Ahmedabad,4.0,"['Continental','Mexican','Italian']",600,35,35,35,Ambawadi,False,True
Fine,389802,Ark Cafe,Ahmedabad,0.0,"['Fast,Food','Beverages','Pizzas']",300,45,45,45,Navrangpura,False,False
Fine,39276,Firangi Bake,Ahmedabad,4.2,"['Italian','Mexican','Pastas']",400,38,38,38,ANIMESH COMPLEX,False,False
Fine,39272,Oven Story Pizza,Ahmedabad,4.0,"['Pizzas','Italian']",600,36,36,36,ANIMESH COMPLEX,False,False
Fine,134330,Taste Of Mumbai-Bombay Street Cafe,Ahmedabad,3.9,"['South,Indian','Beverages']",450,35,35,35,Ambawadi,False,True
Fine,72959,Green House - The House Of Mg,Ahmedabad,0.0,"['Gujarati','Snacks']",1500,39,39,39,Lal Darwaja,False,False
Fine,377149,Tea Post  A Place To Talk ,Ahmedabad,0.0,"['Indian','Beverages','Snacks']",200,38,38,38,Navrangpura,False,False
Fine,68605,Lucky Restaurant,Ahmedabad,4.4,"['North,Indian']",300,36,36,36,LalDarawaja,False,True
Fine,37684,Behrouz Biryani,Ahmedabad,4.2,"['Biryani','Mughlai','Lucknowi','Hyderabadi','Kebabs','North,Indian','Persian','Desserts']",500,33,33,33,PANCHVATI ELLIS BRIDGE,False,False
Fine,198344,The Biryani Life,Ahmedabad,3.9,"['Biryani','Hyderabadi','Lucknowi','North,Indian','Mughlai','Combo','Desserts']",200,32,32,32,PANCHVATI ELLIS BRIDGE,False,False
Fine,45037,Mocha,Ahmedabad,4.2,"['Indian','Jain','American','Bakery','Beverages','Continental','Desserts','Fast,Food','Pastas','Pizzas','Thai']",700,38,38,38,CG Road,False,False
Fine,82089,Mirza Fry & Chinese,Ahmedabad,4.2,['Indian'],300,39,39,39,Lal Darwaja,False,False
Fine,191797,Chai Sutta Bar,Ahmedabad,0.0,"['Street,Food','Cafe','Snacks']",400,47,47,47,Navrangpura,False,True
Fine,378601,Baskin Robbins,Ahmedabad,3.7,"['Desserts','Ice,Cream']",250,36,36,36,C G Road,False,True
Fine,65286,Kalapi,Ahmedabad,4.2,"['Indian','Chinese']",600,36,36,36,Lal Darwaja,False,True
Fine,65046,Food Inn,Ahmedabad,4.5,"['North,Indian']",700,33,33,33,Lal Darwaja,False,False
Fine,263677,Pure Veg Meals by Lunchbox,Ahmedabad,0.0,"['North,Indian','Desserts','Biryani']",200,37,37,37,PANCHVATI ELLIS BRIDGE,False,True
Fine,156457,The Good Bowl,Ahmedabad,4.1,"['North,Indian','Punjabi','Biryani','Combo','Chinese','Beverages','Desserts','Jain','Indian','Hyderabadi','Mughlai']",400,30,30,30,C G Road,False,False
Fine,329996,Bera Samosa House,Ahmedabad,0.0,"['Street,Food','Snacks']",150,40,40,40,LalDarwaja,False,False
Fine,359871,AL-BAIK FAST FOOD,Ahmedabad,4.3,"['Arabian','Grill','Pizzas','Seafood','Fast,Food','Tandoor']",400,36,36,36,LalDarwaja,False,False
Fine,442532,BOSS Burger,Ahmedabad,3.9,"['American','Continental','Fast,Food','Combo']",500,44,44,44,CG Road,False,False
Fine,430988,Michael's Icecream Burger,Ahmedabad,0.0,"['Continental','Beverages','Desserts']",350,45,45,45,Navrangpura,False,True
Fine,64758,Simran,Ahmedabad,4.0,"['Indian','Chinese']",650,40,40,40,Bhadra,False,False
Fine,450540,William John's Pizza,Ahmedabad,0.0,"['Pizzas','Italian','Combo']",400,37,37,37,Navrangpura,False,False
Fine,62979,LunchBox,Ahmedabad,4.0,"['North,Indian','Punjabi','Combo','Biryani','Healthy,Food','Jain','Thalis','Indian','Mughlai','Desserts']",200,35,35,35,PANCHVATI ELLIS BRIDGE,False,False
Fine,68599,Dangee Dums Yums,Ahmedabad,4.6,"['Desserts','Bakery','Ice,Cream']",400,34,34,34,Yums  Panjrapole,False,True
Fine,327847,NIC Natural Ice Creams,Ahmedabad,4.6,"['Ice,Cream','Desserts']",120,30,30,30,Navrangpura,False,True
Fine,77106,Anwar E Hilal Restaurant,Ahmedabad,4.0,['Indian'],250,37,37,37,Nadiawad Gollimda Jamalpur,False,False
Fine,359718,Super Dawat Tawa Fry Centre,Ahmedabad,3.8,"['North,Indian','Indian','Biryani','Seafood','Tandoor','Barbecue']",300,36,36,36,Naranpura,False,False
Fine,40837,1944 The Hocco Kitchen,Ahmedabad,4.4,"['North,Indian','Fast,Food']",450,33,33,33,Navrangpura Bus Stand,False,True
Fine,452311,Devaadi Hotel,Ahmedabad,0.0,"['Indian','Punjabi','Fast,Food']",600,37,37,37,Navrangpura,False,True
Fine,82798,Bismillah,Ahmedabad,4.0,"['Ice,Cream','Desserts','Juices','Beverages']",400,44,44,44,LalDarawaja,False,True
Fine,451489,Wok On Fire - Indo Chinese - Pan Asian,Ahmedabad,4.8,"['Chinese','Thai','Asian']",500,40,40,40,Navrangpura,False,False
Fine,118717,Nini's Kitchen,Ahmedabad,4.4,"['North,Indian','Italian','Lebanese','American','Mexican']",1000,39,39,39,Vastrapur,False,True
Fine,70952,From The North,Ahmedabad,4.3,['Indian'],300,35,35,35,C G Road,False,True
Fine,330209,Bean Box Cafe,Ahmedabad,0.0,"['Beverages','Continental','Desserts']",300,37,37,37,Navrangpura,False,False
Fine,424634,Parosa,Ahmedabad,0.0,"['Continental','Italian','Chinese','North,Indian','Beverages']",600,46,46,46,Navrangpura,False,False
Fine,35791,D'Tallii Egg,Ahmedabad,4.5,['Indian'],400,35,35,35,Navrangpura,False,False
Fine,88876,Santushti - Shakes & More,Ahmedabad,4.2,"['Desserts','Beverages']",400,30,30,30,Navrangpura,False,True
Fine,54414,Cheers,Ahmedabad,4.7,"['Desserts','Beverages']",250,31,31,31,C G Road,False,True
Fine,35983,Dairy Den,Ahmedabad,4.4,"['Desserts','Beverages']",300,37,37,37,C G Road,False,True
Fine,370235,The Blue Oven,Ahmedabad,4.2,"['Pizzas','Italian','Desserts','Beverages','Continental']",600,35,35,35,Navrangpura,False,False
Fine,64640,GRILL N RICE RESTAURANT,Ahmedabad,3.6,"['Indian','Chinese']",200,39,39,39,LalDarawaja,False,False
Fine,62467,Day 'N' Night,Ahmedabad,4.3,"['South,Indian','North,Indian','Chinese','Fast,Food','Punjabi','Indian']",400,33,33,33,Navrangpura,False,True
Fine,129390,Jay Bhavani Vadapav,Ahmedabad,3.8,"['Fast,Food','Snacks','Combo','American','Pizzas','Beverages']",150,36,36,36,C G Road,False,True
Fine,51096,Sankalp,Ahmedabad,4.0,"['South,Indian','Beverages']",350,36,36,36,Ashram Road,False,True
Fine,329541,Biryani Co.,Ahmedabad,0.0,['Biryani'],400,38,38,38,CG road Navrangpura,False,False
Fine,405375,Kwality Walls Frozen Dessert and Ice Cream Shop,Ahmedabad,4.4,"['Ice,Cream']",300,36,36,36,LalDarwaja,False,False
Fine,86595,Wah,Ahmedabad,4.2,"['Pizzas','Italian-American']",500,32,32,32,C G Road,False,True
Fine,248929,Swad-E-Punjab,Ahmedabad,4.3,"['North,Indian','Punjabi','Thalis','Combo','Gujarati']",300,34,34,34,Navrangpura,False,True
Fine,47589,Pizza Hut,Ahmedabad,4.0,"['Fast,Food','Pizzas']",350,35,35,35,navrangpura,False,False
Fine,106587,Mom's Kitchen,Ahmedabad,0.0,"['Chinese','North,Indian']",600,44,44,44,LalDarawaja,False,False
Fine,414885,Creamy Heaven,Ahmedabad,0.0,"['Ice,Cream','Beverages']",300,40,40,40,Navrangpura,False,True
Fine,50366,Khichdi Etc,Ahmedabad,4.4,"['North,Indian','Gujarati','Indian','Desserts']",500,33,33,33,Navrangpura,False,True
Fine,37483,M.L.F Franco,Ahmedabad,4.0,"['Fast,Food']",300,35,35,35,Navrangpura,False,True
Fine,64048,Urban Khichdi,Ahmedabad,4.2,['Indian'],300,38,38,38,IIM cross road,False,True
Fine,65569,New Bombay Biryani,Ahmedabad,3.8,['Biryani'],160,39,39,39,Shahpur,False,False
Fine,440045,S. K. A-ONE BOMBAY BHATHIYARA,Ahmedabad,0.0,['Biryani'],200,40,40,40,LalDarwaja,False,False
Fine,160865,Mk Sandwich,Ahmedabad,4.4,"['Chinese','American','Beverages']",200,39,39,39,Raysan,False,False
Fine,357006,Fozzie's Pizzaiolo,Ahmedabad,3.8,"['Salads','Italian','Mexican','Desserts','Beverages']",900,39,39,39,Navrangpura,False,False
Fine,55080,The Mad House Cafe,Ahmedabad,4.4,"['Fast,Food','Indian']",350,36,36,36,Gulbai Tekra,False,False
Fine,445387,The Kurtosshhh Lounge,Ahmedabad,0.0,"['Bakery','Beverages']",500,38,38,38,Navrangpura,False,True
Fine,375593,The American Eatery | SuperDonuts,Ahmedabad,4.5,"['American','Desserts','Beverages']",600,35,35,35,Navrangpura,False,False
Fine,97115,Gita Samosa Centre,Ahmedabad,4.3,"['Snacks','Fast,Food']",250,34,34,34,Ambavadi,False,True
Fine,35753,Karnavati Dabeli,Ahmedabad,4.1,"['Snacks','Fast,Food']",200,35,35,35,Naranpura,False,True
Fine,231224,Vadilal Ice Creams,Ahmedabad,0.0,"['Hyderabadi','Indian']",300,44,44,44,Navrangpura,False,True
Fine,42345,China Hut,Ahmedabad,4.0,"['North,Indian','Chinese']",400,33,33,33,Paldi,False,True
Fine,36676,Jugaad Nights,Ahmedabad,4.3,"['Combo','Thalis','Indian','Chinese','North,Indian','Beverages']",400,35,35,35,Navrangpura,False,True
Fine,149631,Ahmedabad Fast Food,Ahmedabad,0.0,"['Pizzas','Fast,Food','Chinese']",200,44,44,44,23 A Gurugram,False,True
Fine,364054,Frankie on Fire,Ahmedabad,0.0,"['Fast,Food','Combo']",250,38,38,38,Navrangpura,False,False
Fine,147655,Ashapura Fast Food,Ahmedabad,0.0,"['Fast,Food','South,Indian']",200,36,36,36,Paldi & Ambawadi,False,True
Fine,453591,My SugarPot,Ahmedabad,0.0,"['Beverages','Snacks']",250,37,37,37,Navrangpura,False,False
Fine,35974,The Shake Maker,Ahmedabad,4.2,['Beverages'],300,31,31,31,C G Road,False,True
Fine,452204,Cafe+9,Ahmedabad,0.0,"['Fast,Food','Pizzas','Snacks','Beverages']",300,39,39,39,Navrangpura,False,True
Fine,145832,Bombay Gulalwadi Bhajipav-Manek Chowk,Ahmedabad,0.0,"['Fast,Food']",200,44,44,44,Manek Chowk,False,True
Fine,64416,Rp's Pizzeria,Ahmedabad,4.0,['Italian'],550,36,36,36,Paldi & Ambawadi,False,True
Fine,65758,Silver Leaf - Cama Hotel,Ahmedabad,0.0,"['Indian','Chinese','Continental']",600,48,48,48,LalDarawaja,False,False
Fine,207982,Riviera Restaurant,Ahmedabad,4.0,"['North,Indian','Chinese','Continental']",400,38,38,38,Navrangpura,False,True
Fine,166043,Punjab Paratha Point,Ahmedabad,4.1,"['North,Indian']",150,39,39,39,M SQUARE,False,True
Fine,63487,Anand Ankurwala,Ahmedabad,4.2,"['Fast,Food','Snacks']",300,34,34,34,Navrangpura,False,True
Fine,383713,ROYAL PUNJAB PARATHA,Ahmedabad,4.0,"['North,Indian']",280,36,36,36,Navrangpura,False,False
Fine,349791,Johnny Da Dhaba,Ahmedabad,0.0,"['Indian','North,Indian','Chinese']",200,38,38,38,Navrangpura,False,True
Fine,415392,volga,Ahmedabad,0.0,"['North,Indian','Continental','Beverages']",500,48,48,48,LalDarwaja,False,True
Fine,37578,Gwalia Sweets & Fast Food,Ahmedabad,4.3,"['Sweets','North,Indian','Chaat','Snacks','Bakery','Desserts','Beverages']",250,37,37,37,Navrangpura,False,True
Fine,403318,AMAZING SNACKS,Ahmedabad,0.0,"['Chinese','Beverages']",300,49,49,49,Paldi & Ambawadi,False,True
Fine,37122,Yash's GBT,Ahmedabad,0.0,"['Fast,Food','Continental']",700,40,40,40,Gulbai Tekra,False,False
Fine,447787,HARSHAIL,Ahmedabad,0.0,"['Chinese','Fast,Food','Thalis']",200,36,36,36,Navrangpura,False,True
Fine,404427,La Pino'z Pizza,Ahmedabad,4.3,['Pizzas'],400,39,39,39,Naranpura,False,False
Fine,42232,Navjivan Restaurant,Ahmedabad,4.1,"['Punjabi','North,Indian','Chinese','Continental']",400,32,32,32,Paldi,False,True
Fine,419001,DOUGHFATHER,Ahmedabad,0.0,"['Pizzas','Bakery']",300,38,38,38,Navrangpura,False,True
Fine,159263,Kutchi King,Ahmedabad,4.1,"['Street,Food']",200,29,29,29,paldi,False,True
Fine,55549,Jay Bhole Vadapav - Nehru Nagar,Ahmedabad,3.9,"['Fast,Food']",200,36,36,36,Ambavadi,False,True
Fine,310017,Love For Khichdis,Ahmedabad,4.2,['Indian'],200,39,39,39,Navrangpura,False,False
Fine,37121,Mainland China,Ahmedabad,4.3,"['Chinese','Oriental','Thai','Pan-Asian','Seafood','Asian','Desserts']",900,46,46,46,Gulmohar Park,False,False
Fine,37272,Fire On Wheels,Ahmedabad,4.3,"['Fast,Food']",400,47,47,47,Food Truck Park,False,False
Fine,50319,Fish Express,Ahmedabad,4.6,"['Indian','Tandoor','Seafood','Chinese']",450,47,47,47,Sarkhej,False,False
Fine,47587,Curries,Ahmedabad,4.1,"['Indian','Chinese','Continental']",850,47,47,47,Bodakdev,False,False
